Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID
PF3D7_1113400	PF3D7_1113400.1	P. falciparum 3D7	Pf3D7_11_v3:521,122..522,824(-)	ubiquitin domain-containing protein DSK2, putative	protein coding	810689
PF3D7_1113600	PF3D7_1113600.1	P. falciparum 3D7	Pf3D7_11_v3:527,572..528,702(+)	conserved Plasmodium protein, unknown function	protein coding	810691
PF3D7_1114700	PF3D7_1114700.1	P. falciparum 3D7	Pf3D7_11_v3:555,514..558,668(+)	serine/threonine protein kinase, putative	protein coding	810703
PF3D7_1115200	PF3D7_1115200.1	P. falciparum 3D7	Pf3D7_11_v3:576,773..580,276(+)	histone-lysine N-methyltransferase SET7	protein coding	810707
PF3D7_1115300	PF3D7_1115300.1	P. falciparum 3D7	Pf3D7_11_v3:581,250..582,698(-)	cysteine proteinase falcipain 2b	protein coding	810708
PF3D7_1115700	PF3D7_1115700.1	P. falciparum 3D7	Pf3D7_11_v3:592,130..593,584(-)	cysteine proteinase falcipain 2a	protein coding	810712
PF3D7_1116100	PF3D7_1116100.1	P. falciparum 3D7	Pf3D7_11_v3:607,902..613,394(-)	serine esterase, putative	protein coding	810715
PF3D7_1116700	PF3D7_1116700.1	P. falciparum 3D7	Pf3D7_11_v3:630,779..632,881(-)	dipeptidyl aminopeptidase 1	protein coding	810721
PF3D7_1116800	PF3D7_1116800.1	P. falciparum 3D7	Pf3D7_11_v3:636,094..639,511(-)	heat shock protein 101	protein coding	810722
PF3D7_1117900	PF3D7_1117900.1	P. falciparum 3D7	Pf3D7_11_v3:678,752..683,281(+)	conserved Plasmodium protein, unknown function	protein coding	810732
PF3D7_1118200	PF3D7_1118200.1	P. falciparum 3D7	Pf3D7_11_v3:688,766..691,558(-)	heat shock protein 90, putative	protein coding	810735
PF3D7_1118300	PF3D7_1118300.1	P. falciparum 3D7	Pf3D7_11_v3:694,655..699,121(+)	insulinase, putative	protein coding	810736
PF3D7_1118500	PF3D7_1118500.1	P. falciparum 3D7	Pf3D7_11_v3:703,175..704,959(+)	nucleolar protein 56, putative	protein coding	810738
PF3D7_1118700	PF3D7_1118700.1	P. falciparum 3D7	Pf3D7_11_v3:708,526..712,863(-)	myosin light chain B	protein coding	810740
PF3D7_1119100	PF3D7_1119100.1	P. falciparum 3D7	Pf3D7_11_v3:720,992..722,273(+)	tRNA m(1)G methyltransferase, putative	protein coding	810745
PF3D7_1119300	PF3D7_1119300.1	P. falciparum 3D7	Pf3D7_11_v3:724,855..725,739(-)	splicing factor U2AF small subunit, putative	protein coding	810747
PF3D7_1119400	PF3D7_1119400.1	P. falciparum 3D7	Pf3D7_11_v3:727,896..734,339(+)	ubiquitin-protein ligase, putative	protein coding	810748
PF3D7_1119900	PF3D7_1119900.1	P. falciparum 3D7	Pf3D7_11_v3:749,152..754,401(+)	protein transport protein SEC16, putative	protein coding	810753
PF3D7_1120000	PF3D7_1120000.1	P. falciparum 3D7	Pf3D7_11_v3:756,192..760,435(+)	conserved protein, unknown function	protein coding	810754
PF3D7_1120100	PF3D7_1120100.1	P. falciparum 3D7	Pf3D7_11_v3:761,695..762,818(+)	phosphoglycerate mutase, putative	protein coding	810755
PF3D7_1121100	PF3D7_1121100.1	P. falciparum 3D7	Pf3D7_11_v3:794,254..799,561(-)	conserved protein, unknown function	protein coding	810765
PF3D7_1121600	PF3D7_1121600.1	P. falciparum 3D7	Pf3D7_11_v3:815,386..816,322(-)	exported protein 1	protein coding	810771
PF3D7_1121700	PF3D7_1121700.1	P. falciparum 3D7	Pf3D7_11_v3:820,073..822,520(+)	protein GCN20	protein coding	810772
PF3D7_1122100	PF3D7_1122100.1	P. falciparum 3D7	Pf3D7_11_v3:840,728..842,450(-)	GPI transamidase component GPI16, putative	protein coding	810776
PF3D7_1122800	PF3D7_1122800.1	P. falciparum 3D7	Pf3D7_11_v3:872,031..877,678(+)	calcium-dependent protein kinase 6	protein coding	810786
PF3D7_1123000	PF3D7_1123000.1	P. falciparum 3D7	Pf3D7_11_v3:895,967..903,370(-)	conserved Plasmodium protein, unknown function	protein coding	810788
PF3D7_1123100	PF3D7_1123100.1	P. falciparum 3D7	Pf3D7_11_v3:909,366..916,324(+)	calcium-dependent protein kinase 7	protein coding	810789
PF3D7_1123300	PF3D7_1123300.1	P. falciparum 3D7	Pf3D7_11_v3:921,823..923,892(+)	RING zinc finger protein, putative	protein coding	810791
PF3D7_1123400	PF3D7_1123400.1	P. falciparum 3D7	Pf3D7_11_v3:925,728..927,524(+)	translation elongation factor EF-1, subunit alpha, putative	protein coding	810792
PF3D7_1123500	PF3D7_1123500.1	P. falciparum 3D7	Pf3D7_11_v3:929,354..933,364(-)	golgi protein 2	protein coding	810793
PF3D7_1123900	PF3D7_1123900.1	P. falciparum 3D7	Pf3D7_11_v3:945,470..946,148(+)	13 kDa ribonucleoprotein-associated protein, putative	protein coding	810797
PF3D7_1124100	PF3D7_1124100.1	P. falciparum 3D7	Pf3D7_11_v3:951,382..956,343(-)	BEACH domain-containing protein, putative	protein coding	810799
PF3D7_1124600	PF3D7_1124600.1	P. falciparum 3D7	Pf3D7_11_v3:970,105..971,376(-)	ethanolamine kinase	protein coding	810804
PF3D7_1124800	PF3D7_1124800.1	P. falciparum 3D7	Pf3D7_11_v3:976,880..977,936(-)	ribosome biogenesis regulatory protein, putative	protein coding	810806
PF3D7_1124900	PF3D7_1124900.1	P. falciparum 3D7	Pf3D7_11_v3:981,945..983,086(+)	60S ribosomal protein L35, putative	protein coding	810807
PF3D7_1125700	PF3D7_1125700.1	P. falciparum 3D7	Pf3D7_11_v3:1,004,780..1,007,354(-)	kelch domain-containing protein, putative	protein coding	810814
PF3D7_1125800	PF3D7_1125800.1	P. falciparum 3D7	Pf3D7_11_v3:1,008,409..1,010,853(-)	kelch domain-containing protein, putative	protein coding	810815
PF3D7_1126200	PF3D7_1126200.1	P. falciparum 3D7	Pf3D7_11_v3:1,023,790..1,024,496(-)	40S ribosomal protein S18, putative	protein coding	810819
PF3D7_1126500	PF3D7_1126500.1	P. falciparum 3D7	Pf3D7_11_v3:1,033,062..1,037,168(+)	WD repeat-containing protein, putative	protein coding	810822
PF3D7_1126700	PF3D7_1126700.1	P. falciparum 3D7	Pf3D7_11_v3:1,040,790..1,046,087(-)	autophagy-related protein 23, putative	protein coding	810824
PF3D7_1127900	PF3D7_1127900.1	P. falciparum 3D7	Pf3D7_11_v3:1,083,321..1,085,062(-)	conserved Plasmodium protein, unknown function	protein coding	810837
PF3D7_1128000	PF3D7_1128000.1	P. falciparum 3D7	Pf3D7_11_v3:1,087,314..1,093,105(+)	conserved Plasmodium protein, unknown function	protein coding	810838
PF3D7_1128000	PF3D7_1128000.2	P. falciparum 3D7	Pf3D7_11_v3:1,087,314..1,093,105(+)	conserved Plasmodium protein, unknown function	protein coding	810838
PF3D7_1128100	PF3D7_1128100.1	P. falciparum 3D7	Pf3D7_11_v3:1,094,909..1,095,931(-)	prefoldin subunit 5, putative	protein coding	810839
PF3D7_1128200	PF3D7_1128200.1	P. falciparum 3D7	Pf3D7_11_v3:1,097,117..1,097,527(+)	multiprotein-bridging factor 1, putative	protein coding	810840
PF3D7_1129100	PF3D7_1129100.1	P. falciparum 3D7	Pf3D7_11_v3:1,125,952..1,127,310(+)	parasitophorous vacuolar protein 1	protein coding	810849
PF3D7_1129200	PF3D7_1129200.1	P. falciparum 3D7	Pf3D7_11_v3:1,128,774..1,130,813(+)	26S proteasome regulatory subunit RPN7, putative	protein coding	810850
PF3D7_1129600	PF3D7_1129600.1	P. falciparum 3D7	Pf3D7_11_v3:1,144,754..1,148,770(+)	phosphatidylinositol-4-phosphate 5-kinase, putative	protein coding	810854
PF3D7_1129900	PF3D7_1129900.1	P. falciparum 3D7	Pf3D7_11_v3:1,156,437..1,158,266(+)	major facilitator superfamily-related transporter, putative	protein coding	810857
PF3D7_1130200	PF3D7_1130200.1	P. falciparum 3D7	Pf3D7_11_v3:1,165,221..1,166,171(+)	60S ribosomal protein P0	protein coding	810860
PF3D7_1130400	PF3D7_1130400.1	P. falciparum 3D7	Pf3D7_11_v3:1,168,879..1,170,198(+)	26S protease regulatory subunit 6A, putative	protein coding	810861
PF3D7_1130500	PF3D7_1130500.1	P. falciparum 3D7	Pf3D7_11_v3:1,171,680..1,175,724(+)	conserved oligomeric Golgi complex subunit 2, putative	protein coding	810862
PF3D7_1131200	PF3D7_1131200.1	P. falciparum 3D7	Pf3D7_11_v3:1,199,253..1,201,805(+)	conserved Plasmodium protein, unknown function	protein coding	810869
PF3D7_1131800	PF3D7_1131800.1	P. falciparum 3D7	Pf3D7_11_v3:1,227,220..1,231,950(-)	oxysterol-binding protein, putative	protein coding	810874
PF3D7_1132000	PF3D7_1132000.1	P. falciparum 3D7	Pf3D7_11_v3:1,239,900..1,242,548(+)	ubiquitin-like protein, putative	protein coding	810876
PF3D7_1132200	PF3D7_1132200.1	P. falciparum 3D7	Pf3D7_11_v3:1,248,310..1,250,232(-)	T-complex protein 1 subunit alpha	protein coding	810878
PF3D7_1132600	PF3D7_1132600.1	P. falciparum 3D7	Pf3D7_11_v3:1,266,250..1,267,584(-)	pre-mRNA-splicing factor 38A, putative	protein coding	810883
PF3D7_1133100	PF3D7_1133100.1	P. falciparum 3D7	Pf3D7_11_v3:1,277,346..1,280,637(+)	conserved Plasmodium protein, unknown function	protein coding	810888
PF3D7_1133200	PF3D7_1133200.1	P. falciparum 3D7	Pf3D7_11_v3:1,281,284..1,287,633(-)	conserved Plasmodium protein, unknown function	protein coding	810889
PF3D7_1133600	PF3D7_1133600.1	P. falciparum 3D7	Pf3D7_11_v3:1,298,474..1,300,600(-)	conserved Plasmodium protein, unknown function	protein coding	810893
PF3D7_1133700	PF3D7_1133700.1	P. falciparum 3D7	Pf3D7_11_v3:1,302,173..1,305,987(+)	FHA domain-containing protein, putative	protein coding	810894
PF3D7_1133900	PF3D7_1133900.1	P. falciparum 3D7	Pf3D7_11_v3:1,313,257..1,317,173(+)	conserved Plasmodium protein, unknown function	protein coding	810896
PF3D7_1134000	PF3D7_1134000.1	P. falciparum 3D7	Pf3D7_11_v3:1,320,114..1,322,105(+)	heat shock protein 70	protein coding	810898
PF3D7_1134100	PF3D7_1134100.1	P. falciparum 3D7	Pf3D7_11_v3:1,323,043..1,324,314(-)	protein disulfide isomerase	protein coding	810899
PF3D7_1136000	PF3D7_1136000.1	P. falciparum 3D7	Pf3D7_11_v3:1,403,906..1,414,512(+)	conserved Plasmodium protein, unknown function	protein coding	810918
PF3D7_1136300	PF3D7_1136300.1	P. falciparum 3D7	Pf3D7_11_v3:1,422,744..1,426,201(+)	tudor staphylococcal nuclease	protein coding	810921
PF3D7_1136900	PF3D7_1136900.1	P. falciparum 3D7	Pf3D7_11_v3:1,456,151..1,460,319(+)	subtilisin-like protease 2	protein coding	810927
PF3D7_1138000	PF3D7_1138000.1	P. falciparum 3D7	Pf3D7_11_v3:1,487,594..1,496,143(+)	conserved Plasmodium protein, unknown function	protein coding	810938
PF3D7_1138500	PF3D7_1138500.1	P. falciparum 3D7	Pf3D7_11_v3:1,518,464..1,521,238(+)	protein phosphatase PPM2	protein coding	810942
PF3D7_1138700	PF3D7_1138700.1	P. falciparum 3D7	Pf3D7_11_v3:1,525,654..1,531,744(-)	conserved Plasmodium protein, unknown function	protein coding	810944
PF3D7_1138800	PF3D7_1138800.1	P. falciparum 3D7	Pf3D7_11_v3:1,533,252..1,539,856(-)	WD repeat-containing protein, putative	protein coding	810946
PF3D7_1139100	PF3D7_1139100.1	P. falciparum 3D7	Pf3D7_11_v3:1,548,186..1,553,561(+)	RNA-binding protein, putative	protein coding	810948
PF3D7_1139300	PF3D7_1139300.1	P. falciparum 3D7	Pf3D7_11_v3:1,556,744..1,565,045(-)	AP2 domain transcription factor, putative	protein coding	810950
PF3D7_1140200	PF3D7_1140200.1	P. falciparum 3D7	Pf3D7_11_v3:1,601,257..1,603,078(-)	conserved Plasmodium protein, unknown function	protein coding	810959
PF3D7_1140700	PF3D7_1140700.1	P. falciparum 3D7	Pf3D7_11_v3:1,623,447..1,630,274(-)	conserved Plasmodium protein, unknown function	protein coding	810964
PF3D7_1141800	PF3D7_1141800.1	P. falciparum 3D7	Pf3D7_11_v3:1,672,519..1,674,557(-)	EELM2 domain-containing protein, putative	protein coding	810975
PF3D7_1142100	PF3D7_1142100.1	P. falciparum 3D7	Pf3D7_11_v3:1,681,868..1,690,084(-)	conserved Plasmodium protein, unknown function	protein coding	810978
PF3D7_1142600	PF3D7_1142600.1	P. falciparum 3D7	Pf3D7_11_v3:1,708,066..1,708,679(-)	60S ribosomal protein L35ae, putative	protein coding	810983
PF3D7_1142700	PF3D7_1142700.1	P. falciparum 3D7	Pf3D7_11_v3:1,710,325..1,712,172(-)	methyltransferase, putative	protein coding	810984
PF3D7_1143100	PF3D7_1143100.1	P. falciparum 3D7	Pf3D7_11_v3:1,720,047..1,724,861(-)	AP2 domain transcription factor AP2-O, putative	protein coding	810987
PF3D7_1143200	PF3D7_1143200.1	P. falciparum 3D7	Pf3D7_11_v3:1,729,793..1,730,899(+)	DnaJ protein, putative	protein coding	810988
PF3D7_1144600	PF3D7_1144600.1	P. falciparum 3D7	Pf3D7_11_v3:1,770,949..1,771,902(+)	transcription initiation factor IIF subunit beta, putative	protein coding	811001
PF3D7_1145200	PF3D7_1145200.1	P. falciparum 3D7	Pf3D7_11_v3:1,789,323..1,795,370(-)	serine/threonine protein kinase, putative	protein coding	811007
PF3D7_1145400	PF3D7_1145400.1	P. falciparum 3D7	Pf3D7_11_v3:1,800,544..1,803,550(-)	dynamin-like protein	protein coding	811008
PF3D7_1146600	PF3D7_1146600.1	P. falciparum 3D7	Pf3D7_11_v3:1,834,401..1,838,773(+)	oocyst rupture protein 1, putative	protein coding	811020
PF3D7_1148700	PF3D7_1148700.1	P. falciparum 3D7	Pf3D7_11_v3:1,934,333..1,935,582(-)	Plasmodium exported protein (PHISTc), unknown function	protein coding	811035
PF3D7_1148800	PF3D7_1148800.1	P. falciparum 3D7	Pf3D7_11_v3:1,941,348..1,942,588(+)	Plasmodium exported protein (hyp11), unknown function	protein coding	811036
PF3D7_1149000	PF3D7_1149000.1	P. falciparum 3D7	Pf3D7_11_v3:1,950,210..1,968,726(+)	antigen 332, DBL-like protein	protein coding	811038
PF3D7_1149100	PF3D7_1149100.1	P. falciparum 3D7	Pf3D7_11_v3:1,972,400..1,973,874(+)	Plasmodium exported protein, unknown function	protein coding	811040
PF3D7_1149100	PF3D7_1149100.2	P. falciparum 3D7	Pf3D7_11_v3:1,972,400..1,973,874(+)	Plasmodium exported protein, unknown function	protein coding	811040
PF3D7_1149200	PF3D7_1149200.1	P. falciparum 3D7	Pf3D7_11_v3:1,976,407..1,979,804(+)	ring-infected erythrocyte surface antigen	protein coding	811041
PF3D7_1200100	PF3D7_1200100.1	P. falciparum 3D7	Pf3D7_12_v3:16,973..24,497(+)	erythrocyte membrane protein 1, PfEMP1	protein coding	811065
PF3D7_1200700	PF3D7_1200700.1	P. falciparum 3D7	Pf3D7_12_v3:61,556..64,336(-)	acyl-CoA synthetase	protein coding	811059
PF3D7_1201500	PF3D7_1201500.1	P. falciparum 3D7	Pf3D7_12_v3:98,978..100,471(+)	GPN-loop GTPase, putative	protein coding	811068
PF3D7_1202600	PF3D7_1202600.1	P. falciparum 3D7	Pf3D7_12_v3:148,238..155,478(-)	conserved protein, unknown function	protein coding	811079
PF3D7_1202700	PF3D7_1202700.1	P. falciparum 3D7	Pf3D7_12_v3:158,233..160,011(+)	conserved Plasmodium protein, unknown function	protein coding	811080
PF3D7_1203100	PF3D7_1203100.1	P. falciparum 3D7	Pf3D7_12_v3:171,507..172,136(-)	conserved Plasmodium protein, unknown function	protein coding	811084
PF3D7_1203700	PF3D7_1203700.1	P. falciparum 3D7	Pf3D7_12_v3:187,146..188,842(-)	nucleosome assembly protein	protein coding	811090
PF3D7_1203900	PF3D7_1203900.1	P. falciparum 3D7	Pf3D7_12_v3:194,144..195,462(+)	ubiquitin-conjugating enzyme E2	protein coding	811091
PF3D7_1204300	PF3D7_1204300.1	P. falciparum 3D7	Pf3D7_12_v3:205,491..205,976(-)	eukaryotic translation initiation factor 5A	protein coding	811095
PF3D7_1205500	PF3D7_1205500.1	P. falciparum 3D7	Pf3D7_12_v3:242,811..248,168(+)	zinc finger protein, putative	protein coding	811108
PF3D7_1205600	PF3D7_1205600.1	P. falciparum 3D7	Pf3D7_12_v3:249,336..251,399(-)	tetratricopeptide repeat protein, putative	protein coding	811109
PF3D7_1205800	PF3D7_1205800.1	P. falciparum 3D7	Pf3D7_12_v3:256,367..263,731(+)	high mobility group protein B3, putative	protein coding	811111
PF3D7_1205900	PF3D7_1205900.1	P. falciparum 3D7	Pf3D7_12_v3:264,615..267,863(-)	conserved protein, unknown function	protein coding	811112
PF3D7_1206100	PF3D7_1206100.1	P. falciparum 3D7	Pf3D7_12_v3:272,320..274,742(-)	IMP-specific 5'-nucleotidase, putative	protein coding	811114
PF3D7_1206300	PF3D7_1206300.1	P. falciparum 3D7	Pf3D7_12_v3:281,020..289,302(-)	conserved Plasmodium protein, unknown function	protein coding	811116
PF3D7_1206700	PF3D7_1206700.1	P. falciparum 3D7	Pf3D7_12_v3:301,129..302,826(-)	eukaryotic translation initiation factor 5, putative	protein coding	811120
PF3D7_1207000	PF3D7_1207000.1	P. falciparum 3D7	Pf3D7_12_v3:313,869..321,908(-)	conserved Plasmodium protein, unknown function	protein coding	811123
PF3D7_1207100	PF3D7_1207100.1	P. falciparum 3D7	Pf3D7_12_v3:324,336..326,858(-)	small subunit rRNA processing factor, putative	protein coding	811124
PF3D7_1207800	PF3D7_1207800.1	P. falciparum 3D7	Pf3D7_12_v3:354,540..357,446(-)	conserved Plasmodium protein, unknown function	protein coding	811131
PF3D7_1208900	PF3D7_1208900.1	P. falciparum 3D7	Pf3D7_12_v3:415,404..419,732(+)	protein phosphatase PPM11, putative	protein coding	811142
PF3D7_1209300	PF3D7_1209300.1	P. falciparum 3D7	Pf3D7_12_v3:428,495..432,880(-)	telomere repeat-binding zinc finger protein	protein coding	811146
PF3D7_1210600	PF3D7_1210600.1	P. falciparum 3D7	Pf3D7_12_v3:472,260..475,457(-)	conserved Plasmodium protein, unknown function	protein coding	811159
PF3D7_1211400	PF3D7_1211400.1	P. falciparum 3D7	Pf3D7_12_v3:505,344..506,662(+)	heat shock protein DNAJ homologue Pfj4	protein coding	811166
PF3D7_1211600	PF3D7_1211600.1	P. falciparum 3D7	Pf3D7_12_v3:510,323..519,437(+)	lysine-specific histone demethylase 1, putative	protein coding	811168
PF3D7_1211800	PF3D7_1211800.1	P. falciparum 3D7	Pf3D7_12_v3:526,109..527,780(+)	polyubiquitin	protein coding	811170
PF3D7_1211900	PF3D7_1211900.1	P. falciparum 3D7	Pf3D7_12_v3:529,005..532,799(-)	non-SERCA-type Ca2+ -transporting P-ATPase	protein coding	811171
PF3D7_1212500	PF3D7_1212500.1	P. falciparum 3D7	Pf3D7_12_v3:552,102..553,853(-)	glycerol-3-phosphate 1-O-acyltransferase	protein coding	811177
PF3D7_1212700	PF3D7_1212700.1	P. falciparum 3D7	Pf3D7_12_v3:558,047..562,180(-)	eukaryotic translation initiation factor 3 subunit A, putative	protein coding	811178
PF3D7_1212800	PF3D7_1212800.1	P. falciparum 3D7	Pf3D7_12_v3:565,966..566,931(+)	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	protein coding	811179
PF3D7_1212900	PF3D7_1212900.1	P. falciparum 3D7	Pf3D7_12_v3:568,569..571,835(-)	bromodomain protein 2, putative	protein coding	811180
PF3D7_1214500	PF3D7_1214500.1	P. falciparum 3D7	Pf3D7_12_v3:611,892..613,128(+)	conserved Plasmodium protein, unknown function	protein coding	811193
PF3D7_1216400	PF3D7_1216400.1	P. falciparum 3D7	Pf3D7_12_v3:653,670..656,435(+)	conserved Plasmodium membrane protein, unknown function	protein coding	811211
PF3D7_1216900	PF3D7_1216900.1	P. falciparum 3D7	Pf3D7_12_v3:670,447..673,266(+)	DNA-binding chaperone, putative	protein coding	811215
PF3D7_1217200	PF3D7_1217200.1	P. falciparum 3D7	Pf3D7_12_v3:678,602..681,961(+)	multiple RNA-binding domain-containing protein 1, putative	protein coding	811218
PF3D7_1217300	PF3D7_1217300.1	P. falciparum 3D7	Pf3D7_12_v3:682,837..685,722(+)	GTP-binding protein EngA	protein coding	811219
PF3D7_1217400	PF3D7_1217400.1	P. falciparum 3D7	Pf3D7_12_v3:686,307..688,871(-)	conserved protein, unknown function	protein coding	811220
PF3D7_1217900	PF3D7_1217900.1	P. falciparum 3D7	Pf3D7_12_v3:700,531..702,211(+)	PPPDE peptidase domain-containing protein, putative	protein coding	811225
PF3D7_1219000	PF3D7_1219000.1	P. falciparum 3D7	Pf3D7_12_v3:746,002..754,926(+)	formin 2	protein coding	811237
PF3D7_1219300	PF3D7_1219300.1	P. falciparum 3D7	Pf3D7_12_v3:766,654..774,197(-)	erythrocyte membrane protein 1, PfEMP1	protein coding	811239
PF3D7_1220100	PF3D7_1220100.1	P. falciparum 3D7	Pf3D7_12_v3:802,544..804,400(+)	pre-mRNA-processing factor 17, putative	protein coding	811246
PF3D7_1221000	PF3D7_1221000.1	P. falciparum 3D7	Pf3D7_12_v3:836,912..843,901(-)	histone-lysine N-methyltransferase, H3 lysine-4 specific	protein coding	811254
PF3D7_1221300	PF3D7_1221300.1	P. falciparum 3D7	Pf3D7_12_v3:851,012..854,739(-)	conserved Plasmodium protein, unknown function	protein coding	811257
PF3D7_1221800	PF3D7_1221800.1	P. falciparum 3D7	Pf3D7_12_v3:869,260..871,368(+)	conserved protein, unknown function	protein coding	811262
PF3D7_1222300	PF3D7_1222300.1	P. falciparum 3D7	Pf3D7_12_v3:883,567..886,032(-)	endoplasmin, putative	protein coding	811266
PF3D7_1222600	PF3D7_1222600.1	P. falciparum 3D7	Pf3D7_12_v3:907,203..914,501(+)	AP2 domain transcription factor AP2-G	protein coding	811269
PF3D7_1222700	PF3D7_1222700.1	P. falciparum 3D7	Pf3D7_12_v3:918,722..919,336(+)	glideosome-associated protein 45	protein coding	811270
PF3D7_1223100	PF3D7_1223100.1	P. falciparum 3D7	Pf3D7_12_v3:927,825..929,991(-)	cAMP-dependent protein kinase regulatory subunit	protein coding	811274
PF3D7_1223400	PF3D7_1223400.1	P. falciparum 3D7	Pf3D7_12_v3:941,125..946,745(+)	phospholipid-transporting ATPase, putative	protein coding	811277
PF3D7_1224300	PF3D7_1224300.1	P. falciparum 3D7	Pf3D7_12_v3:988,628..991,255(+)	polyadenylate-binding protein 1, putative	protein coding	811286
PF3D7_1225000	PF3D7_1225000.1	P. falciparum 3D7	Pf3D7_12_v3:1,012,310..1,017,848(-)	conserved Plasmodium protein, unknown function	protein coding	811293
PF3D7_1225200	PF3D7_1225200.1	P. falciparum 3D7	Pf3D7_12_v3:1,024,455..1,028,018(-)	conserved Plasmodium protein, unknown function	protein coding	811295
PF3D7_1225500	PF3D7_1225500.1	P. falciparum 3D7	Pf3D7_12_v3:1,033,551..1,035,112(+)	small subunit rRNA processing factor, putative	protein coding	811298
PF3D7_1225600	PF3D7_1225600.1	P. falciparum 3D7	Pf3D7_12_v3:1,035,261..1,038,155(-)	conserved Plasmodium protein, unknown function	protein coding	811299
PF3D7_1225700	PF3D7_1225700.1	P. falciparum 3D7	Pf3D7_12_v3:1,039,410..1,043,915(-)	VAC14 domain-containing protein, putative	protein coding	811300
PF3D7_1225800	PF3D7_1225800.1	P. falciparum 3D7	Pf3D7_12_v3:1,045,995..1,049,831(+)	ubiquitin-activating enzyme E1	protein coding	811301
PF3D7_1226700	PF3D7_1226700.1	P. falciparum 3D7	Pf3D7_12_v3:1,081,198..1,083,108(+)	U3 small nucleolar RNA-interacting protein 2, putative	protein coding	811310
PF3D7_1227200	PF3D7_1227200.1	P. falciparum 3D7	Pf3D7_12_v3:1,098,129..1,104,223(+)	potassium channel K1	protein coding	811315
PF3D7_1227400	PF3D7_1227400.1	P. falciparum 3D7	Pf3D7_12_v3:1,109,151..1,112,669(-)	conserved Plasmodium protein, unknown function	protein coding	811317
PF3D7_1227500	PF3D7_1227500.1	P. falciparum 3D7	Pf3D7_12_v3:1,114,025..1,121,093(-)	protein SOC2, putative	protein coding	811318
PF3D7_1227600	PF3D7_1227600.1	P. falciparum 3D7	Pf3D7_12_v3:1,124,788..1,128,340(+)	conserved Plasmodium protein, unknown function	protein coding	811319
PF3D7_1227700	PF3D7_1227700.1	P. falciparum 3D7	Pf3D7_12_v3:1,128,939..1,131,686(-)	conserved Plasmodium protein, unknown function	protein coding	811320
PF3D7_1227800	PF3D7_1227800.1	P. falciparum 3D7	Pf3D7_12_v3:1,134,370..1,137,648(-)	elongator complex protein 3, putative	protein coding	811321
PF3D7_1228300	PF3D7_1228300.1	P. falciparum 3D7	Pf3D7_12_v3:1,148,111..1,151,461(+)	NIMA related kinase 1	protein coding	811326
PF3D7_1228600	PF3D7_1228600.1	P. falciparum 3D7	Pf3D7_12_v3:1,160,729..1,162,960(-)	merozoite surface protein 9	protein coding	811329
PF3D7_1228800	PF3D7_1228800.1	P. falciparum 3D7	Pf3D7_12_v3:1,169,557..1,179,186(-)	WD repeat-containing protein, putative	protein coding	811331
PF3D7_1228900	PF3D7_1228900.1	P. falciparum 3D7	Pf3D7_12_v3:1,180,670..1,185,483(-)	conserved Plasmodium protein, unknown function	protein coding	811332
PF3D7_1229300	PF3D7_1229300.1	P. falciparum 3D7	Pf3D7_12_v3:1,204,991..1,207,963(+)	conserved Plasmodium protein, unknown function	protein coding	811335
PF3D7_1230700	PF3D7_1230700.1	P. falciparum 3D7	Pf3D7_12_v3:1,259,620..1,262,088(+)	protein transport protein SEC13	protein coding	811348
PF3D7_1230800	PF3D7_1230800.1	P. falciparum 3D7	Pf3D7_12_v3:1,263,661..1,265,593(+)	pre-mRNA-splicing regulator, putative	protein coding	811349
PF3D7_1231400	PF3D7_1231400.1	P. falciparum 3D7	Pf3D7_12_v3:1,290,685..1,297,069(-)	amino acid transporter, putative	protein coding	811355
PF3D7_1231600	PF3D7_1231600.1	P. falciparum 3D7	Pf3D7_12_v3:1,301,098..1,304,604(-)	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative	protein coding	811357
PF3D7_1231800	PF3D7_1231800.1	P. falciparum 3D7	Pf3D7_12_v3:1,314,696..1,320,170(+)	asparagine-rich protein, putative	protein coding	811358
PF3D7_1232100	PF3D7_1232100.1	P. falciparum 3D7	Pf3D7_12_v3:1,328,311..1,331,371(-)	60 kDa chaperonin	protein coding	811361
PF3D7_1232500	PF3D7_1232500.1	P. falciparum 3D7	Pf3D7_12_v3:1,339,845..1,343,314(-)	CG2-related protein, putative	protein coding	811365
PF3D7_1233000	PF3D7_1233000.1	P. falciparum 3D7	Pf3D7_12_v3:1,355,317..1,357,728(-)	elongation factor G	protein coding	811370
PF3D7_1233200	PF3D7_1233200.1	P. falciparum 3D7	Pf3D7_12_v3:1,360,631..1,370,637(-)	conserved Plasmodium protein, unknown function	protein coding	811372
PF3D7_1233200	PF3D7_1233200.2	P. falciparum 3D7	Pf3D7_12_v3:1,360,631..1,370,637(-)	conserved Plasmodium protein, unknown function	protein coding	811372
PF3D7_1233600	PF3D7_1233600.1	P. falciparum 3D7	Pf3D7_12_v3:1,385,707..1,402,218(+)	asparagine and aspartate rich protein 1	protein coding	811376
PF3D7_1233700	PF3D7_1233700.1	P. falciparum 3D7	Pf3D7_12_v3:1,403,139..1,404,884(+)	homocysteine S-methyltransferase, putative	protein coding	811377
